probe    EcoCyc CommonName	EcoCyc accession	EcoCyc ID
1766734_s_at	folM	b1606	G6862
1767887_s_at	cusA	b0575	EG12367
1767013_s_at	ascG	b2714	EG10087
1763391_s_at	aes	b0476	EG11101
1765395_s_at	hflD	b1132	EG11345
1766609_s_at	agaV	b3133	G7632
1759812_s_at	znuC	b1858	G7018
1764405_s_at	ybfN	b0682	G6371
1762538_at	yafZ	b0252	G6127
1767606_at	ybfP	b0689	G6374
1766029_at	rfaS	b3629	EG11350
1760261_s_at	ydcN	b1434	G6745
1764146_s_at	zinT	b1973	G7061
1766910_at	yfbK	b2270	G7177
1760499_s_at	fepG	b0589	EG10298
1761929_s_at	wcaJ	b2047	G7098
1765667_s_at	zipA	b2412	G7258
1767293_at	yfjO	b2631	G7366
1760612_s_at	yejO	b2190	EG12051
1765399_at	ycaI	b0913	EG12375
1761656_s_at	yiaU	b3585	EG12289
1766780_s_at	mdoH	b1049	EG11886
1760232_s_at	hyuA	b2873	G7492
1763022_s_at	mdtK	b1663	EG12400
1767442_s_at	ydjA	b1765	EG11134
1765704_s_at	pfkA	b3916	EG10699
1765277_s_at	hemG	b3850	EG11485
1762511_s_at	ynbB	b1409	G6728
1767037_at	trkG	b1363	EG11020
1760362_s_at	mppA	b1329	G6665
1768254_at	ybiA	b0798	EG11579
1764290_s_at	ydeQ	b1502	G6792
1763668_s_at	sspA	b3229	EG10977
1761606_s_at	yedI	b1958	EG12709
1767386_at	yfdI	b2352	G7221
1761035_s_at	mhpD	b0350	M013
1767623_s_at	lon	b0439	EG10542
1765050_s_at	trkA	b3290	EG11019
1765370_s_at	ydjM	b1728	G6933
1761359_s_at	fabB	b2323	EG10274
1765512_s_at	leuO	b0076	EG10531
1767669_s_at	glnE	b3053	EG11602
1765142_s_at	uvrD	b3813	EG11064
1762936_s_at	nagE	b0679	EG10635
1769146_s_at	yceF	b1087	EG11438
1762585_at	kptA	b4331	G7928
1759861_s_at	murG	b0090	EG10623
1764666_at	yjhH	b4298	G7911
1766193_s_at	holD	b4372	EG11414
1759454_s_at	glxK	b0514	G6283
1763177_at	yfjL	b2628	G7363
1760548_s_at	yhaH	b3103	G7617
1761420_s_at	glgA	b3429	EG10377
1767577_s_at	ytfI	b4215	G7870
1767653_s_at	yraR	b3152	G7646
1762026_at	ymfH	b1142	G6586
1763243_s_at	ybfE	b0685	EG11775
1764268_at	sibD	b4447	G0-8913
1759347_s_at	yqfB	b2900	G7513
1759960_s_at	rep	b3778	EG10837
1762768_s_at	rpsK	b3297	EG10910
1759618_s_at	ymjA	b1295	G6642
1759215_s_at	ecnA	b4410	G0-41
1764700_s_at	yohC	b2135	EG12016
1762110_s_at	fixC	b0043	EG11564
1766869_s_at	yfbU	b2294	G7188
1768958_at	elaD	b2269	G7176
1767955_s_at	yceQ	b1085	G6563
1767190_s_at	yggM	b2956	EG12704
1761169_s_at	thrC	b0004	EG11000
1767020_s_at	pldB	b3825	EG10739
1766435_at	ymfS	b1155	G6598
1760354_at	phr	b0708	EG10736
1760037_s_at	cynX	b0341	EG10177
1762664_s_at	yicO	b3664	EG11691
1767559_s_at	recA	b2699	EG10823
1763265_s_at	dnaQ	b0215	EG10243
1766876_s_at	yejG	b2181	EG12042
1766787_s_at	phnM	b4095	EG10722
1760527_s_at	bamD	b2595	G7352
1764438_s_at	araG	b1900	EG10058
1769068_s_at	ycjP	b1312	G6650
1761066_s_at	asd	b3433	EG10088
1763911_at	yfdK	b2354	G7223
1766333_s_at	phnJ	b4098	EG10719
1764905_s_at	ycbR	b0939	G6481
1762570_s_at	yqhH	b3014	G7567
1761225_s_at	emrY	b2367	EG13283
1765982_s_at	moaB	b0782	EG11596
1762810_s_at	rsxE	b1632	G6876
1765772_s_at	glyS	b3559	EG10410
1768250_s_at	uspB	b3494	EG12231
1764799_s_at	yjjP	b4364	G7946
1761637_s_at	nlpI	b3163	EG12371
1762084_s_at	fucP	b2801	EG10352
1759345_s_at	queD	b2765	G7431
1762204_s_at	ykfH	b4504	G0-10432
1766544_s_at	ylaB	b0457	G6252
1763652_s_at	fbaA	b2925	EG10282
1763089_s_at	ssrS	b2911	EG30099
1762236_s_at	ycaP	b0906	G6469
1767645_s_at	htgA	b0012	EG11509
1769148_s_at	ksgA	b0051	EG10523
1761385_s_at	hemF	b2436	EG12189
1766117_s_at	selD	b1764	EG10943
1762558_s_at	yfcC	b2298	G7190
1765864_s_at	hpt	b0125	EG20098
1766307_at	mcrA	b1159	EG10573
1766470_s_at	ytfR	b4485	EG12518
1765648_s_at	frmR	b0357	G6209
1768317_s_at	yjbG	b4028	EG11925
1762086_s_at	gltA	b0720	EG10402
1760369_at	hypE	b2730	EG10487
1760540_s_at	ispG	b2515	EG10370
1763567_at	yfaL	b2233	EG12850
1761668_s_at	yfcF	b2301	G7193
1762170_at	yegK	b2072	G7111
1765538_s_at	rpmI	b1717	EG11231
1767197_s_at	ogt	b1335	EG10668
1762706_s_at	yciS	b1279	G6637
1761496_s_at	ygcN	b2766	G7432
1759736_s_at	dtd	b3887	EG11852
1764141_s_at	mreC	b3250	EG10609
1764066_s_at	yjbH	b4029	EG11926
1762132_s_at	tolB	b0740	EG11008
1767465_s_at	yfcE	b2300	G7192
1765969_s_at	yidK	b3679	EG11706
1766326_s_at	trkH	b3849	EG11021
1765560_s_at	abgT	b1336	EG12853
1764342_s_at	nadR	b4390	EG11335
1767400_s_at	ycaR	b0917	G6472
1763488_s_at	pdxY	b1636	G6879
1767309_s_at	artM	b0861	EG11627
1761290_s_at	fdoG	b3894	EG11858
1761334_s_at	pssA	b2585	EG10781
1767883_s_at	rimM	b2608	EG11153
1766930_s_at	ydcC	b1460	EG11526
1768015_s_at	pykA	b1854	EG10803
1764458_s_at	queF	b2794	G7452
1768897_s_at	hydN	b2713	EG11552
1767738_s_at	nlpE	b0192	EG12137
1763063_s_at	wcaL	b2044	G7095
1763376_at	rluF	b4022	EG11921
1766211_s_at	csrD	b3252	EG10018
1761579_s_at	yehL	b2119	EG11998
1768882_s_at	yahA	b0315	EG11236
1766298_at	lhr	b1653	EG11548
1763794_s_at	nuoF	b2284	EG11774
1764822_s_at	argG	b3172	EG10068
1761248_s_at	hflC	b4175	EG10435
1769042_s_at	sucC	b0728	EG10981
1759853_s_at	ycbB	b0925	EG11253
1759289_s_at	ycjO	b1311	G6649
1768103_s_at	ydiK	b1688	G6914
1765508_s_at	yaaI	b0013	G8202
1762222_s_at	yggF	b2930	EG11245
1769023_s_at	nikA	b3476	EG12075
1767831_s_at	ttdB	b3062	EG11169
1767703_s_at	yeaE	b1781	G6967
1764177_s_at	yiiM	b3910	EG11870
1766841_s_at	phnC	b4106	EG10713
1767570_s_at	yijD	b3964	EG11395
1767719_s_at	sucD	b0729	EG10982
1760060_s_at	ugpA	b3452	EG11046
1763148_s_at	ylbF	b0520	G6289
1765689_s_at	prfC	b4375	EG12114
1761537_at	ycgY	b1196	G6625
1763576_s_at	yeaW	b1802	G6988
1760567_s_at	eutC	b2440	EG50007
1763005_at	ykfA	b0253	G6128
1764142_at	yadK	b0136	EG12325
1759346_s_at	yedX	b1970	G7058
1762933_s_at	rpsG	b3341	EG10906
1764829_s_at	emrE	b0543	EG10629
1765773_s_at	oppC	b1245	EG10676
1759957_s_at	xdhB	b2867	G7486
1761185_at	yraK	b3145	G7640
1762836_s_at	secB	b3609	EG10937
1760169_s_at	ydaQ	b1346	G6677
1761355_s_at	yehS	b2124	EG12005
1764103_s_at	hcaE	b2538	M009
1761475_s_at	yagV	b0289	G6160
1760781_s_at	yhaO	b3110	EG12754
1766720_s_at	ygaX	b2680	G7403
1759468_at	ydaT	b1358	G6682
1761127_at	yghD	b2968	G7535
1759757_s_at	yicN	b3663	EG11690
1760898_s_at	ftsW	b0089	EG10344
1766837_s_at	yraQ	b3151	G7645
1767548_at	mmuP	b0260	G6135
1764696_s_at	ptrA	b2821	EG10786
1768035_at	yfbL	b2271	G7178
1765672_s_at	argK	b2918	EG11445
1763486_s_at	yceD	b1088	EG11119
1767081_s_at	ydcA	b1419	EG11219
1761393_s_at	yjjM	b4357	G7944
1764579_s_at	wzxE	b3792	EG11486
1766966_s_at	ydaL	b1340	G6672
1763973_s_at	ychA	b1214	EG11251
1764336_s_at	selB	b3590	EG10942
1765280_s_at	hcaC	b2540	G7334
1764514_s_at	ydiB	b1692	EG11234
1768682_s_at	ptsA	b3947	EG11906
1769047_s_at	ulaA	b4193	G7856
1765680_s_at	dnaC	b4361	EG10237
1766153_s_at	lpcA	b0222	G6106
1767683_at	norV	b2710	G7413
1763732_s_at	melR	b4118	EG11230
1761526_s_at	menH	b2263	EG12438
1763745_s_at	ycbV	b0943	G6485
1768974_s_at	sbcD	b0398	EG11094
1763446_s_at	fxsA	b4140	G7832
1767217_s_at	yddM	b1477	G6774
1762531_s_at	yejA	b2177	EG12037
1765606_at	paaI	b1396	G6717
1766724_s_at	recD	b2819	EG10826
1766821_s_at	fhuB	b0153	EG10303
1760171_s_at	yfaH	b2238	EG12881
1767932_s_at	gatD	b2091	EG12417
1765634_s_at	nrfC	b4072	EG11946
1761653_s_at	nupG	b2964	EG10664
1762238_s_at	sapA	b1294	G2002
1761739_s_at	yagS	b0285	G6156
1766346_s_at	valS	b4258	EG11067
1762757_s_at	pal	b0741	EG10684
1761235_at	yjhP	b4306	G7916
1766217_s_at	damX	b3388	EG11183
1761831_s_at	stpA	b2669	EG11554
1765417_s_at	tdcR	b3119	EG10992
1761970_s_at	phnF	b4102	EG10715
1768438_at	yagE	b0268	G6140
1765369_s_at	mgrB	b1826	G7002
1764465_s_at	panF	b3258	EG10685
1765477_at	ycbF	b0944	EG12397
1761260_s_at	aegA	b2468	EG12409
1768848_s_at	ninE	b0548	G6304
1768504_s_at	trpL	b1265	EG11274
1765986_s_at	rplQ	b3294	EG10878
1760982_s_at	yhiR	b3499	EG12234
1764839_s_at	ccmF	b2196	EG12054
1762966_s_at	yhfU	b3378	G7730
1763775_at	yfdH	b2351	G7220
1766645_s_at	yicI	b3656	EG11685
1766403_s_at	coaA	b3974	EG10922
1763019_s_at	yafK	b0224	G6108
1765631_s_at	ppiC	b3775	EG12352
1768874_s_at	ycjY	b1327	G6663
1764054_s_at	ydgK	b1626	G6870
1763073_s_at	yphF	b2548	G7342
1761972_at	yafM	b0228	G6112
1765553_s_at	ygiF	b3054	EG11603
1761436_s_at	cdaR	b0162	EG12335
1766690_s_at	cspE	b0623	EG12179
1767312_s_at	ybhH	b0769	G6399
1768062_s_at	npr	b3206	EG12147
1763603_s_at	rssA	b1234	EG12120
1762646_s_at	hmp	b2552	EG10456
1764788_s_at	pitA	b3493	EG12230
1763081_s_at	gsiB	b0830	G6430
1761229_s_at	yjiN	b4336	G7933
1765968_s_at	rplY	b2185	EG10885
1767833_s_at	appB	b0979	EG11379
1766726_s_at	yhjJ	b3527	EG12254
1763721_s_at	yjiK	b4333	G7930
1762116_s_at	abgB	b1337	G6669
1759598_s_at	gsiD	b0832	G6432
1767524_s_at	lptG	b4262	G7889
1760424_s_at	yeaV	b1801	G6987
1763608_s_at	yehW	b2128	EG12009
1761353_at	intB	b4271	EG12364
1768257_s_at	lsrK	b1511	G6798
1768199_s_at	fadK	b1701	EG12357
1768151_s_at	metQ	b0197	EG11504
1766962_s_at	ybjD	b0876	G6459
1760709_s_at	hycD	b2722	EG10477
1761593_s_at	chbA	b1736	EG10142
1766484_at	ycjU	b1317	G6655
1769236_s_at	rhaD	b3902	EG11866
1762750_s_at	sdhA	b0723	EG10931
1764521_s_at	atpH	b3735	EG10105
1762119_s_at	yfeA	b2395	EG11145
1762187_s_at	rsxG	b1631	G6875
1768117_s_at	ybjM	b0848	G6446
1759191_s_at	ftsP	b3017	EG11376
1760975_s_at	ytjC	b4395	EG12164
1764704_s_at	yfgM	b2513	G7321
1760182_s_at	pheA	b2599	EG10707
1768793_s_at	yegL	b2073	G7112
1765983_s_at	yfaA	b2230	EG11142
1759988_s_at	alr	b4053	EG10001
1762822_s_at	hemA	b1210	EG10427
1765616_s_at	ygcU	b4463	G7439
1762871_s_at	ybgK	b0712	G6381
1767305_at	b2651		G7386
1761918_s_at	cynT	b0339	EG10176
1763807_s_at	ycfT	b1115	G6572
1764625_s_at	ygdH	b2795	EG12373
1767767_s_at	nagK	b1119	G6576
1764857_s_at	hokE	b4415	G0-9582
1760671_s_at	rpoE	b2573	EG11897
1767159_s_at	ydhS	b1668	G6896
1764621_at	yjgJ	b4251	G7882
1763317_s_at	sapC	b1292	G2000
1759086_s_at	ygeK	b2855	G7475
1762390_s_at	eutA	b2451	G7281
1763865_s_at	yiiQ	b3920	EG11874
1764050_s_at	araJ	b0396	EG10060
1766277_s_at	truD	b2745	G7422
1760340_s_at	ycjV	b1318	G6656
1763157_s_at	wcaD	b2056	G7101
1767918_s_at	glcC	b2980	G7546
1762514_at	yjhF	b4296	EG12548
1768738_s_at	galM	b0756	EG11698
1765272_s_at	frr	b0172	EG10335
1759546_s_at	tus	b1610	EG11038
1761068_s_at	gutQ	b2708	EG10973
1762811_s_at	yacG	b0101	EG12314
1762330_s_at	yfdQ	b2360	G7229
1765230_s_at	gcvP	b2903	EG11810
1761856_s_at	rpsS	b3316	EG10918
1767142_s_at	mdoB	b4359	EG12591
1762866_s_at	yahN	b0328	G6193
1762506_s_at	yfcL	b2325	G7200
1765850_s_at	pntB	b1602	EG10745
1768349_s_at	coaE	b0103	EG12312
1759912_s_at	nrdD	b4238	EG11417
1764445_s_at	glvG	b3681	EG11708
1768988_s_at	yjgI	b4249	G7880
1767324_s_at	atpB	b3738	EG10099
1765366_s_at	eutG	b2453	G7283
1766826_s_at	ygjQ	b3086	G7605
1764436_s_at	yhdP	b4472	G7690
1762063_at	ydaY	b1366	G6689
1766639_s_at	cstA	b0598	EG10167
1763701_x_at	rdlD	b4454	G0-9042
1760544_s_at	rimI	b4373	EG10850
1759335_s_at	yfdV	b2372	G7235
1761510_s_at	abgT	b1336	EG12853
1766051_at	yqgF	b2949	G7525
1763462_at	yihP	b3877	EG11842
1768118_s_at	yigA	b3810	EG11201
1763364_s_at	dmsC	b0896	EG10234
1764395_s_at	spr	b2175	G7147
1764459_at	yfjS	b2636	G7371
1766764_s_at	yacL	b0119	EG12605
1766899_s_at	minE	b1174	EG10598
1766600_s_at	kdpB	b0697	EG10514
1767511_s_at	yidB	b3698	EG11196
1759196_s_at	lspA	b0027	EG10548
1762501_s_at	fdoH	b3893	EG11857
1765669_s_at	fryC	b2386	G7249
1767911_s_at	msrB	b1778	EG12394
1764173_s_at	gfcA	b0987	G6508
1760600_s_at	ydfG	b1539	EG12345
1767715_s_at	yajG	b0434	EG12182
1767800_s_at	yqjI	b3071	G7594
1763003_s_at	ygdD	b2807	EG11793
1764226_s_at	yibN	b3611	EG12295
1768150_s_at	ygbL	b2738	G7419
1760165_s_at	yneF	b1522	G6808
1767108_s_at	djlA	b0055	EG11570
1763031_s_at	leuS	b0642	EG10532
1760483_at	narG	b1224	EG10638
1763913_at	yhiK		EG12226
1767852_s_at	efp	b4147	EG12099
1760046_s_at	gabD	b2661	EG11329
1767271_s_at	ygbE	b2749	EG12707
1760748_s_at	yjdC	b4135	EG12176
1765382_at	argF	b0273	EG10067
1761737_at	srmB	b2576	EG10975
1765836_s_at	nadC	b0109	EG11546
1761663_s_at	polA	b3863	EG10746
1762818_s_at	yjdK	b4128	G7830
1764183_s_at	yjjX	b4394	EG12600
1759137_s_at	ygfA	b2912	EG11158
1766118_s_at	uidB	b1616	EG11658
1765383_s_at	ydeP	b1501	G6791
1760535_s_at	napG	b2205	EG12064
1764570_s_at	yneL	b1506	G6796
1768948_s_at	maa	b0459	G58
1760790_s_at	yafO	b0233	G6117
1764249_at	ygcG	b2778	G7444
1766253_s_at	rhoL	b3782	EG12428
1762948_s_at	ftsX	b3462	EG10345
1768043_s_at	purN	b2500	EG10799
1764699_s_at	nrfF	b4075	EG11949
1769240_s_at	etk	b0981	EG11826
1763700_s_at	grxD	b1654	EG12181
1766517_s_at	sfmA	b0530	G6290
1766238_s_at	yhdY	b3270	EG12836
1766316_s_at	yaaW	b0011	G6082
1766329_at	ycfZ	b1121	G6578
1761667_s_at	gntU	b4476	EG12631
1765003_s_at	ygeY	b2872	G7491
1766070_s_at	yeeS	b2002	G7082
1760561_s_at	mltB	b2701	G7410
1767015_at	ypjM	b2641	G7376
1769113_s_at	gspJ	b3331	G7709
1759407_s_at	yhbX	b3173	G7655
1765235_s_at	hycC	b2723	EG10476
1769053_s_at	envY	b0566	EG10268
1768536_at	ymfN	b1149	G6593
1764003_s_at	secA	b0098	EG10936
1764417_at	ypjA	b2647	G7382
1761923_at	yahM	b0327	G6192
1759774_at	entF	b0586	EG10264
1767105_at	sgcX	b4305	EG12557
1760272_s_at	uxuB	b4323	EG20248
1761273_at	fecD	b4288	EG10289
1763002_s_at	yccT	b0964	G6498
1768047_s_at	ydhR	b1667	G6895
1759095_s_at	nanS	b4309	G7919
1766674_s_at	yifO	b3776	G7797
1766129_s_at	pepN	b0932	EG10696
1760213_s_at	dinG	b0799	EG11357
1768314_s_at	btuC	b1711	EG10127
1760588_s_at	yghT	b2986	G7552
1763533_at	metH	b4019	EG10587
1766917_s_at	atoS	b2219	EG11667
1763213_s_at	yfdC	b2347	G7217
1768660_s_at	rpsI	b3230	EG10908
1766367_s_at	ybgI	b0710	G6379
1767282_s_at	hisA	b2024	EG10444
1768704_s_at	metI	b0198	EG11737
1762145_s_at	rpsT	b0023	EG10919
1761096_s_at	rfaD	b3619	EG10838
1762907_at	nupX	b2161	EG12029
1766256_s_at	glpR	b3423	EG10400
1763439_at	rzpR	b1362	G6686
1761123_s_at	alsK	b4084	EG11956
1762782_at	lfhA		G6113
1760138_s_at	ccmC	b2199	EG12057
1762543_s_at	clpX	b0438	EG10159
1764254_s_at	aroF	b2601	EG10078
1764952_s_at	yhaM	b4470	G7622
1760097_s_at	smtA	b0921	EG12167
1761300_s_at	rplK	b3983	EG10872
1762017_s_at	ydcI	b1422	G6737
1764883_s_at	yibH	b3597	EG11764
1768398_s_at	yaiO	b0358	G6210
1760922_at	ybfH		EG11778
1764323_s_at	narK	b1223	EG10642
1767186_s_at	nanA	b3225	EG10637
1769186_s_at	priC	b0467	EG10765
1764306_s_at	rnpA	b3704	EG10862
1767821_s_at	rplE	b3308	EG10868
1762291_s_at	yddG	b1473	EG12713
1760745_s_at	rpsL	b3342	EG10911
1763190_s_at	qseB	b3025	G7575
1760655_s_at	yqeK	b2849	G7469
1761844_s_at	dapD	b0166	EG10207
1766558_s_at	bamA	b0177	G6093
1760895_s_at	ydjE	b1769	EG12369
1759674_s_at	insD	b1578	G6836
1762674_s_at	torC	b0996	EG11815
1761635_s_at	gloA	b1651	G6891
1765204_s_at	yfbM	b2272	G7179
1763298_s_at	yggS	b2951	G7527
1759114_s_at	apbE	b2214	EG12073
1768432_s_at	fepB	b0592	EG10294
1762331_s_at	acrD	b2470	EG10014
1767406_at	yegJ	b2071	G7110
1764786_s_at	nth	b1633	EG10662
1766235_s_at	rnt	b1652	EG11547
1767677_s_at	ygcS	b2771	G7437
1764702_s_at	dusB	b3260	EG11311
1767028_s_at	yjeK	b4146	G7836
1765687_at	casE	b2756	G7426
1768747_s_at	rnd	b1804	EG10858
1764494_at	hofB	b0107	EG12106
1768873_s_at	rpsB	b0169	EG10901
1766134_at	relA	b2784	EG10835
1759922_s_at	mraY	b0087	EG10604
1767860_at	paaA	b1388	G6709
1763999_s_at	wcaC	b2057	G7102
1761243_s_at	csiE	b2535	G7329
1763040_s_at	mdtI	b1599	G6857
1763297_s_at	allB	b0512	G6281
1765220_s_at	potI	b0857	EG11632
1764363_s_at	yecE	b1868	EG12379
1759599_s_at	potA	b1126	EG10749
1766490_s_at	clpS	b0881	G6463
1767693_s_at	yiaW	b3587	EG12291
1765183_s_at	rlmF	b0807	G6416
1769151_s_at	yaeH	b0163	EG12336
1765980_s_at	yjdL	b4130	EG12469
1764086_s_at	lptA	b3200	G7665
1759383_s_at	hybD	b2993	EG11802
1762821_s_at	ybhS	b0793	G6410
1765157_s_at	aldB	b3588	EG12292
1768092_s_at	gatR_1	b2087	G8207
1759880_s_at	yjbB	b4020	EG11919
1763642_s_at	dctA	b3528	EG20044
1764318_at	purL	b2557	EG10797
1761427_at	kdpA	b0698	EG10513
1768852_s_at	garD	b3128	EG12522
1764207_s_at	eutD	b2458	G7288
1766437_s_at	pgpB	b1278	EG10705
1761499_s_at	yohH	b2139	EG12021
1761022_s_at	yecH	b1906	G7036
1762462_s_at	mdtA	b2074	G7113
1769178_s_at	nrdI	b2674	G7402
1766417_s_at	hyfJ	b2490	G7307
1759611_s_at	aroD	b1693	EG10076
1767221_s_at	amn	b1982	EG10039
1760894_s_at	umuC	b1184	EG11056
1766342_s_at	hipA	b1507	EG10443
1762975_s_at	rnk	b0610	G6337
1762759_at	ynjB	b1754	G6949
1762360_s_at	yedQ	b1956	G7049
1760512_s_at	ygfB	b2909	EG11323
1768944_s_at	yeaR	b1797	G6983
1761764_s_at	yedE	b1929	EG11660
1760228_s_at	uspF	b1376	G6699
1765224_s_at	yfiQ	b2584	G7350
1761472_at	yjiS	b4341	G7937
1762990_s_at	cysW	b2423	EG10198
1766607_s_at	yjgN	b4257	G7887
1766754_s_at	norW	b2711	EG12450
1768058_s_at	yphG	b2549	G7343
1760273_s_at	yfeY	b2432	G7267
1765214_s_at	tff	b4414	G0-8895
1761823_s_at	ykgD	b0305	G6175
1768822_s_at	mcbA	b0806	G6415
1767518_s_at	sdhC	b0721	EG10933
1764668_s_at	yaaJ	b0007	EG11555
1762437_s_at	cmk	b0910	EG11265
1769157_s_at	wza	b2062	G7107
1763855_at	alsE	b4085	EG11957
1764632_s_at	btuD	b1709	EG10128
1767381_at	ykfG	b0247	G6122
1759976_s_at	narY	b1467	EG10647
1769192_s_at	mipA	b1782	G6968
1765785_at	yhfT	b3377	G7729
1768501_s_at	fepE	b0587	EG10297
1768189_s_at	yphA	b2543	G7337
1760969_s_at	degP	b0161	EG10463
1766564_s_at	argB	b3959	EG10064
1762726_s_at	mnmA	b1133	EG11344
1761154_s_at	ybcC	b0539	G6295
1766652_s_at	rsxB	b1628	G6872
1759574_s_at	ybeZ	b0660	G6363
1760776_s_at	rutE	b1008	G6519
1760235_s_at	yejE	b2179	EG12040
1762182_s_at	tufA	b3339	EG11036
1761232_s_at	xanQ	b2882	G7501
1767291_s_at	rpsJ	b3321	EG10909
1763323_s_at	yhaM	b4470	G7622
1760886_s_at	ybhD	b0768	G6398
1760522_at	nrfE	b4074	EG11948
1759174_s_at	ypdE	b2384	G7247
1765215_s_at	b3254		G7692
1767029_s_at	yfbV	b2295	G7189
1760092_at	yqiC	b3042	G7582
1765835_s_at	cysB	b1275	EG10184
1760553_s_at	rlmG	b3084	G7603
1768395_s_at	hcaT	b2536	G7330
1763724_s_at	atpG	b3733	EG10104
1765960_s_at	murP	b2429	G7264
1761249_s_at	uvrY	b1914	EG11140
1762627_s_at	ygeA	b2840	EG11157
1762352_s_at	gudP	b2789	G7447
1761776_s_at	ydcZ	b1447	G6758
1769260_s_at	sdhB	b0724	EG10932
1768712_s_at	acpS	b2563	EG10247
1764202_s_at	fnr	b1334	EG10325
1766098_s_at	pstA	b3726	EG10782
1768365_s_at	rsgA	b4161	G7841
1764014_s_at	ddpX	b1488	G6782
1767682_s_at	mazG	b2781	EG10572
1759485_s_at	hofM	b3395	G7739
1768819_at	pdxA	b0052	EG10691
1767179_s_at	gpt	b0238	EG10414
1765011_s_at	lldP	b3603	EG11961
1765826_at	yjhB	b4279	EG12544
1766922_s_at	wcaF	b2054	G7099
1761518_at	yhfZ	b3383	G7735
1764966_at	ypjB	b2649	G7384
1765955_at	ykfB	b0250	G6125
1763554_s_at	eutJ	b2454	G7284
1763224_s_at	fsaB	b3946	EG11905
1763902_s_at	yigE	b4482	EG11462
1760646_s_at	rplU	b3186	EG50001
1768992_s_at	yphE	b2547	G7341
1760021_s_at	yzfA	b4223	EG11213
1766911_s_at	nlpC	b1708	EG11133
1767977_s_at	yjfY	b4199	G7861
1761204_at	yfcT	b2337	G7208
1767891_s_at	ynhG	b1678	G6904
1766032_at	yihS	b3880	EG11845
1768446_s_at	ppx	b2502	EG11403
1767838_s_at	sodC	b1646	G6886
1766895_s_at	ygaQ	b2654	G7389
1768901_s_at	fabH	b1091	EG10277
1765411_s_at	yeaU	b1800	G6986
1759269_at	ykfF	b0249	G6124
1759552_s_at	yhdE	b3248	EG11298
1765189_s_at	ydcT	b1441	G6752
1759579_s_at	glnQ	b0809	EG10389
1762840_at	ymfO	b1151	G6595
1767445_s_at	rhtA	b0813	EG12134
1762864_s_at	ubiB	b3835	EG11476
1762305_s_at	rpsR	b4202	EG10917
1762994_s_at	pyrH	b0171	EG11539
1765454_s_at	rho	b3783	EG10845
1767404_s_at	secY	b3300	EG10766
1768942_s_at	ybaB	b0471	EG11100
1763358_at	ydbD	b1407	EG11310
1764326_at	yadN	b0141	EG12328
1765390_s_at	ychQ	b1213	G6630
1761463_s_at	yoaI	b1788	G6974
1762334_s_at	rpmB	b3637	EG10886
1769002_s_at	gspM	b3334	EG12173
1768680_s_at	ydiT	b1700	G6923
1763007_s_at	pepP	b2908	EG10697
1766703_s_at	fryA	b2383	G7246
1762677_s_at	gatA	b2094	EG12414
1763547_s_at	yhdZ	b3271	EG12837
1761690_s_at	yoeE	b1998	G7078
1762974_s_at	ydjO	b1730	G6935
1765116_s_at	ycbZ	b0955	G6493
1759241_at	ybgO	b0716	G6385
1766513_s_at	ybbN	b0492	G6268
1766024_at	yghJ	b4466	G7541
1761839_s_at	yhjV	b3539	EG12266
1759930_s_at	ybbB	b0503	EG11768
1763970_s_at	gcvA	b2808	EG11795
1761389_s_at	lsrA	b1513	G6800
1766068_at	htrE	b0139	EG11972
1765597_s_at	yobA	b1841	G7014
1760516_s_at	ybcY	b0562	G6316
1762710_s_at	ybgF	b0742	EG12854
1765249_s_at	aroL	b0388	EG10082
1760954_s_at	nuoJ	b2280	EG12090
1762250_s_at	fryB	b2387	G7250
1759445_s_at	hybO	b2997	G7554
1759408_s_at	fsaA	b0825	G6428
1759512_s_at	ydiV	b1707	G6925
1764762_s_at	manZ	b1819	EG10569
1761072_at	casD	b2757	G7427
1762294_s_at	yqgA	b2966	G7534
1768687_at	yiiX	b3937	EG11882
1769126_at	yfcP	b2333	G7204
1761804_s_at	ybeX	b0658	G6361
1759648_s_at	atpA	b3734	EG10098
1762633_s_at	phoR	b0400	EG10733
1768603_s_at	xdhC	b2868	G7487
1760543_s_at	dnaT	b4362	EG10244
1765036_s_at	hspQ	b0966	G6500
1759721_s_at	yobD	b1820	G6998
1767486_at	mutL	b4170	EG11281
1765129_s_at	matC	b0292	G6163
1760211_at	yfjY	b2644	G7379
1762391_at	afuB	b0263	G6137
1767425_s_at	aspC	b0928	EG10096
1767907_s_at	frlB	b3371	G7723
1759776_s_at	bamC	b2477	EG10658
1759890_s_at	hcaB	b2541	G7335
1762884_s_at	ycgL	b1179	G6616
1761354_s_at	fdnG	b1474	EG11227
1767075_s_at	pgaD	b1021	G6528
1765712_s_at	gph	b3385	EG11871
1766908_s_at	gcvR	b2479	EG11149
1762347_s_at	phnG	b4101	EG10716
1768594_at	ymfR	b1150	G6594
1763717_s_at	yafV	b0219	G6103
1764630_s_at	yjcB	b4060	EG11937
1768967_s_at	ydeR	b1503	G6793
1760998_s_at	yhdX	b3269	EG12835
1759770_s_at	ybeY	b0659	G6362
1764921_s_at	upp	b2498	EG11332
1761399_s_at	tqsA	b1601	G6859
1761967_at	stfR	b1372	G6695
1761487_s_at	plsC	b3018	EG11377
1760144_at	yagI	b0272	G6144
1761348_at	paaF	b1393	G6714
