probe    C8 Avg	Control Avg
1762653_at	2.32779	2.32699
1766876_s_at	3.98343	4.23711
1760784_s_at	6.68540	6.64665
1767822_at	2.39016	2.38875
1764000_s_at	2.58300	2.60363
1765144_s_at	2.33303	2.33418
1759516_at	2.33524	2.33642
1761773_at	2.38863	2.38979
1767249_s_at	2.43565	2.48331
1766787_s_at	2.38667	2.38577
1767544_s_at	2.26697	2.26847
1763028_s_at	2.36049	2.36135
1762155_s_at	2.33499	2.33547
1760527_s_at	5.58784	5.68448
1762833_at	2.37913	2.38043
1764438_s_at	2.29889	2.29826
1769068_s_at	2.39480	2.39316
1761066_s_at	7.57357	7.67430
1768626_at	2.36207	2.36309
1759742_at	2.34853	2.34940
1768916_at	2.37221	2.37677
1761680_s_at	2.37030	2.37157
1763911_at	2.33663	2.33753
1767109_s_at	3.12938	3.12820
1769043_s_at	2.29309	2.29366
1759416_s_at	2.31861	2.31956
1766333_s_at	2.44770	2.44857
1764905_s_at	2.33562	2.33454
1765493_at	2.30674	2.30758
1760749_s_at	2.34142	2.34241
1760734_s_at	2.35695	2.35792
1764087_at	2.52384	2.58513
1763452_at	2.26517	2.26565
1761949_s_at	2.34902	2.35021
1765343_s_at	2.39549	2.39430
1760135_at	2.33177	2.33252
1762570_s_at	2.34070	2.34155
1760635_at	2.38217	2.38017
1763768_s_at	5.25570	5.12297
1761225_s_at	2.37568	2.37613
1765281_s_at	2.39564	2.39395
1763375_s_at	2.29668	2.29591
AFFX-HXB2_3_at	2.35281	2.35129
1762206_at	2.31895	2.32003
1766708_s_at	2.39357	2.39681
AFFX-r2-Ec-DapX_at	2.38084	2.37741
1765982_s_at	4.35292	4.39011
1767011_s_at	2.35010	2.35109
1767359_s_at	2.26853	2.26786
1763506_at	2.36892	2.36984
1767397_s_at	2.32546	2.32732
1765449_at	2.37114	2.37221
1761792_s_at	2.34969	2.35079
1762810_s_at	3.64445	3.64281
1763469_s_at	3.13443	3.13094
1767335_s_at	2.37496	2.37631
1760337_s_at	3.14963	3.15038
1765430_s_at	2.31109	2.31216
1763706_at	2.27838	2.27884
1765490_at	2.34567	2.34430
1765196_s_at	2.32267	2.32202
1765996_s_at	2.39616	2.39410
1765772_s_at	5.02109	5.23055
1759090_at	2.33167	2.33202
1762139_at	2.37522	2.37426
1764347_at	2.31589	2.31533
1768250_s_at	2.34895	2.34939
1764799_s_at	2.40606	2.40725
1761637_s_at	7.00397	7.22473
1762084_s_at	2.33097	2.32884
1759345_s_at	2.87314	2.82562
1762204_s_at	2.42793	2.43198
1765801_s_at	2.31604	2.31534
1761725_s_at	2.31232	2.31320
1765243_at	2.27232	2.27277
1763426_s_at	2.32486	2.32408
1766827_at	2.27721	2.27764
1768303_s_at	2.35575	2.35519
1768637_at	2.36486	2.36606
1764052_at	2.38429	2.38662
1766544_s_at	2.40533	2.40582
1763652_s_at	5.43529	5.31324
1763089_s_at	8.71947	8.82961
1762236_s_at	2.45498	2.45382
1767645_s_at	2.38301	2.38079
1760107_s_at	2.28983	2.28916
1769148_s_at	3.92103	4.08529
1761385_s_at	2.55670	2.53644
1759112_at	2.35137	2.35001
1766117_s_at	4.69602	4.64725
1767232_at	2.33872	2.35671
1762921_at	2.35710	2.35799
1759488_at	2.28308	2.28355
1762558_s_at	2.35898	2.35939
1765864_s_at	5.32755	5.32728
1759146_at	2.32397	2.32490
1766307_at	2.35822	2.35868
1759564_s_at	2.28749	2.28790
1762839_s_at	2.33599	2.33669
1761122_s_at	2.30091	2.30175
1766599_at	2.34177	2.34224
1766470_s_at	2.30774	2.30685
1768990_s_at	2.31595	2.31683
1762977_s_at	2.34400	2.34496
1762251_at	2.32133	2.32255
1765648_s_at	3.01601	3.07202
1764121_s_at	3.51446	3.62085
1760797_s_at	2.50604	2.50333
1765401_s_at	2.37104	2.37158
1768317_s_at	2.37561	2.37270
1765944_at	2.32183	2.32339
1761384_at	2.31600	2.31696
1762086_s_at	4.18538	4.12166
1760467_s_at	2.45890	2.45943
1760369_at	2.45636	2.41397
1762718_s_at	2.30553	2.30647
1767597_at	2.34515	2.34614
1768426_s_at	2.27469	2.27520
1760540_s_at	5.15677	5.27030
1768668_at	2.35582	2.35722
1759994_s_at	2.31861	2.31959
1765302_at	2.37079	2.37185
1764041_s_at	2.29001	2.29020
1763567_at	2.31088	2.31129
1761668_s_at	2.33099	2.33054
1762170_at	2.37927	2.38026
1765538_s_at	6.69581	6.77833
1759348_s_at	2.38261	2.38206
1767197_s_at	2.53891	2.54009
1762706_s_at	4.65767	4.57942
1761496_s_at	2.38779	2.38837
1759736_s_at	2.62857	2.62787
1766471_at	2.34748	2.34849
1768600_s_at	2.33392	2.33432
1764141_s_at	3.30609	3.25633
1761172_s_at	2.33165	2.33268
1767473_at	2.34639	2.34750
1764066_s_at	2.35061	2.35235
1766281_s_at	2.36967	2.37159
1759325_at	2.26051	2.26107
1760179_at	2.35384	2.35422
1764035_at	2.33973	2.34248
1760657_s_at	2.74527	2.76989
1759727_at	2.32731	2.32646
1768631_x_at	2.33853	2.33971
1764996_s_at	2.37611	2.37881
1768162_s_at	2.39966	2.39898
1762132_s_at	5.25771	5.37134
1761741_s_at	2.25379	2.25352
1766225_s_at	2.34267	2.34183
1767465_s_at	2.67278	2.64156
1768971_at	2.33287	2.33380
1769189_at	2.34461	2.33659
1765969_s_at	2.39572	2.40337
1763521_at	2.40948	2.40876
1769107_at	2.33531	2.33625
1762583_at	2.37412	2.37543
1766326_s_at	2.39959	2.39741
1768714_s_at	2.30413	2.30459
1765560_s_at	2.48390	2.48205
1764844_at	2.34376	2.34471
1759204_at	2.34042	2.34112
1759392_at	2.33977	2.34090
1760900_s_at	2.32702	2.32755
1764342_s_at	2.78071	2.78417
AFFX-LysX-5_at	2.35441	2.35516
1767400_s_at	4.98706	4.88406
1759759_s_at	2.36002	2.36040
1765396_at	2.27796	2.27846
1763060_at	2.35447	2.35561
1764291_s_at	2.34475	2.34647
1763488_s_at	3.32743	3.40279
1767309_s_at	2.78914	2.86565
1762607_s_at	2.35203	2.35075
1763393_s_at	2.55880	2.55097
1765711_s_at	2.31735	2.31848
1760418_s_at	2.34464	2.34591
1763867_s_at	2.41499	2.40809
1761290_s_at	2.52902	2.49781
1761126_s_at	2.40027	2.40226
1763507_s_at	2.33597	2.33433
1759220_s_at	2.32920	2.32838
1765592_s_at	2.39862	2.39582
1766248_at	2.31518	2.31559
1766711_s_at	2.36248	2.36335
1764307_at	2.31713	2.31624
1765318_at	2.32089	2.32175
1761334_s_at	5.19463	5.06743
1767883_s_at	6.94978	6.98269
1766930_s_at	4.97691	4.63129
1768809_s_at	2.31034	2.31001
1760196_at	2.28598	2.28641
1766071_at	2.30052	2.30121
1768015_s_at	3.75216	3.76592
1759708_at	2.35399	2.35496
1763587_s_at	2.28627	2.28672
1767861_at	9.13960	9.15470
1762655_s_at	2.74653	2.64612
1763643_s_at	2.32306	2.32396
1769022_at	2.38777	2.38960
1764458_s_at	2.52257	2.52326
1766128_at	2.31589	2.31662
1768897_s_at	2.33094	2.33131
1768067_at	2.33376	2.33463
1767738_s_at	2.92681	2.84813
1763063_s_at	2.29127	2.29174
1764556_s_at	2.34360	2.34410
1764081_s_at	2.32657	2.32747
1763376_at	3.07363	3.07315
1763833_s_at	2.36534	2.36582
1766211_s_at	2.68366	2.67681
1762861_s_at	2.36905	2.37056
1761579_s_at	2.31996	2.32039
1768882_s_at	2.77570	2.78815
1761132_at	2.40579	2.40476
1766298_at	2.38535	2.38670
1763794_s_at	3.16646	3.31004
1759268_at	2.37645	2.37909
1763630_s_at	2.29743	2.29681
1764822_s_at	7.83516	7.79262
1762467_at	2.31154	2.31203
1764981_s_at	2.31572	2.31665
1766521_s_at	2.37730	2.37796
1761691_s_at	2.36633	2.36621
1761595_at	2.36842	2.36911
1762118_s_at	2.44009	2.44180
1761248_s_at	4.28968	4.32558
1761392_s_at	2.30455	2.30551
1769042_s_at	5.31430	5.31382
1760642_s_at	2.38385	2.38517
1759853_s_at	3.09712	3.10266
1759289_s_at	2.28185	2.28230
1766653_at	2.39130	2.39300
1760406_s_at	2.42541	2.42883
1763597_at	2.33092	2.33151
1765925_s_at	2.57612	2.57770
1760393_s_at	2.29980	2.30074
1761947_at	2.33226	2.33149
1768103_s_at	2.65715	2.67382
1759589_s_at	2.35225	2.35266
1766829_s_at	2.28024	2.28063
1765508_s_at	2.38580	2.38642
1765580_s_at	2.32769	2.32867
1762353_at	2.37201	2.37245
1760389_s_at	2.37246	2.37508
1759072_s_at	2.30847	2.30909
1765007_s_at	2.31228	2.31317
1767853_at	2.34347	2.34479
1762299_s_at	2.30750	2.30841
AFFX-Ec-J01636-2_s_at	2.33566	2.33601
1762222_s_at	2.40474	2.40533
1769023_s_at	2.34338	2.34369
1767656_s_at	2.33277	2.33366
1767831_s_at	2.38304	2.37562
1767046_at	2.36619	2.36787
1767703_s_at	2.47393	2.50920
1760075_s_at	2.39404	2.39202
1762903_s_at	2.39154	2.38937
1764177_s_at	2.56074	2.56092
1759449_at	2.31998	2.32037
1759104_at	2.35790	2.35853
1763914_s_at	2.38638	2.38682
1762602_s_at	2.38381	2.38273
1763112_at	2.32285	2.32338
1769195_s_at	2.38849	2.38939
1766841_s_at	2.30743	2.30779
1767570_s_at	2.87627	2.81729
1767719_s_at	5.56420	5.47370
1764918_s_at	2.37032	2.36933
1760060_s_at	2.45814	2.46439
1767869_s_at	2.41820	2.42038
1763148_s_at	2.36008	2.35910
1766737_at	2.35075	2.35223
1761341_at	2.36587	2.36721
1760386_s_at	2.40005	2.40113
1765000_s_at	2.32443	2.32388
1763595_s_at	2.37043	2.37247
1761507_at	2.34621	2.34656
1765689_s_at	4.54151	4.54074
1761537_at	2.34164	2.34243
1768754_s_at	2.40539	2.40421
1763576_s_at	2.30478	2.30552
1759195_s_at	2.29983	2.30065
1760567_s_at	2.42376	2.42405
1763005_at	2.40336	2.40378
1765951_at	2.28181	2.28249
1765844_at	2.36228	2.36191
1764142_at	2.30003	2.29948
1763669_s_at	3.34793	3.34652
1760861_at	2.36416	2.36565
AFFX-HXB2_M_at	2.32283	2.32208
1761345_at	2.32514	2.32608
1759346_s_at	2.41683	2.41724
1759141_x_at	2.35447	2.35578
1762933_s_at	8.06842	8.15311
1759680_s_at	2.36537	2.36606
1764829_s_at	2.42391	2.42317
1763397_s_at	2.38819	2.39053
1765773_s_at	6.69105	6.58259
1759957_s_at	2.28579	2.28622
1759784_s_at	5.71988	5.60124
1762259_s_at	2.38277	2.38312
1761185_at	2.43565	2.43501
1763899_s_at	4.74306	4.77976
1759116_at	2.28285	2.28396
1759442_at	2.38406	2.38489
1767607_at	2.36680	2.36766
1759877_at	2.33066	2.33107
1762836_s_at	3.48447	3.45406
1760791_at	2.32411	2.32546
1759825_s_at	2.35093	2.35022
1766789_at	2.30763	2.30824
1767990_s_at	2.37963	2.37577
1760169_s_at	2.35410	2.35449
1767697_s_at	2.38387	2.38303
1768817_at	2.35199	2.35358
1761355_s_at	2.75911	2.79918
1759999_s_at	2.34681	2.34613
1764103_s_at	2.40713	2.40753
1760845_s_at	2.79718	2.74100
1768964_at	2.37055	2.36945
1766146_at	2.30593	2.30541
1764584_s_at	2.37963	2.38008
1766610_s_at	2.39050	2.38662
1761475_s_at	2.35205	2.35257
1760781_s_at	2.30065	2.30148
1765176_s_at	2.78293	2.78727
1760538_s_at	2.30269	2.30212
1761443_at	2.32072	2.32165
1767115_at	2.31946	2.32017
1761183_s_at	2.30922	2.31011
1766720_s_at	2.36247	2.36389
1765032_s_at	2.31836	2.31954
1763915_s_at	2.31847	2.31777
1759687_at	2.35653	2.35605
1761859_s_at	2.77751	2.78942
1760999_s_at	2.32812	2.32730
1768434_at	2.32017	2.32078
1759468_at	2.31944	2.31894
1767474_s_at	2.34425	2.35318
1766457_at	2.33191	2.33088
1761350_at	2.35234	2.35378
1761127_at	2.34102	2.34025
1765780_at	2.34868	2.34910
1767759_at	2.34683	2.34546
1759757_s_at	2.33871	2.33829
1760898_s_at	3.06954	3.21765
1765004_at	2.30243	2.30187
1760863_at	2.29949	2.29985
1766837_s_at	3.12612	3.15429
1768731_at	2.29495	2.29446
1766371_at	2.31540	2.31333
1766640_at	2.33114	2.33147
1767548_at	2.33883	2.33964
1768441_at	2.31388	2.31459
1764696_s_at	2.60759	2.60672
1763849_s_at	2.46291	2.48573
1762797_at	2.34226	2.34123
1762945_s_at	2.37641	2.37601
1768035_at	2.32211	2.32131
1765095_at	2.48421	2.47971
1765672_s_at	2.27767	2.27717
1759889_at	2.31676	2.31760
1764093_s_at	2.36571	2.36616
1766582_s_at	2.35117	2.35020
1765791_s_at	2.33557	2.33494
1768878_at	2.41884	2.40725
1763801_at	2.32011	2.32121
1764708_s_at	2.34170	2.34116
1763486_s_at	7.88971	7.81942
1767081_s_at	2.83832	2.80891
1765288_s_at	2.35473	2.35518
1763759_at	2.38605	2.38710
1761393_s_at	2.32598	2.32512
1764579_s_at	2.32848	2.32919
1767778_s_at	2.28393	2.28434
1766427_s_at	2.54279	2.52311
1768816_at	2.38729	2.38782
1766966_s_at	2.48583	2.48627
1763973_s_at	3.28717	3.18955
1759458_s_at	2.32628	2.32749
1766819_x_at	2.35497	2.35669
1762385_at	2.45256	2.45436
1761283_s_at	2.28620	2.28563
1768841_s_at	2.73682	2.76779
1768994_at	2.30520	2.30593
1764336_s_at	2.45550	2.45873
1761887_at	2.29516	2.29463
1763862_at	2.42410	2.42517
1765280_s_at	2.37578	2.37506
1768858_s_at	2.33058	2.33095
1764514_s_at	2.32550	2.32495
1768682_s_at	2.28739	2.28777
1763201_s_at	3.25752	3.17174
1769047_s_at	2.35766	2.35853
1768846_at	2.30646	2.30716
1767429_at	2.30553	2.30599
1766255_s_at	2.34647	2.34706
1761693_x_at	2.32803	2.32731
1761881_s_at	2.32305	2.32246
1762233_s_at	2.29616	2.29548
1765294_s_at	2.34975	2.35014
1767553_s_at	2.33067	2.33156
1759545_at	2.37930	2.37989
1763820_at	2.34503	2.34379
1767085_s_at	2.36674	2.36613
1762029_s_at	2.30562	2.30506
1762041_s_at	2.32038	2.32097
1761723_at	2.30038	2.30084
1768513_x_at	2.32937	2.33014
1765788_s_at	2.37599	2.37741
1767551_at	2.37467	2.37498
1765305_s_at	2.33820	2.33860
1763693_at	2.51019	2.51141
1763356_s_at	2.34011	2.34100
1768011_s_at	2.30536	2.30482
1765950_s_at	2.47824	2.48063
1764205_s_at	2.39896	2.39963
1767537_s_at	2.38174	2.38222
1761555_at	2.28519	2.28554
1765680_s_at	2.91119	2.91063
1766153_s_at	3.53642	3.55656
1763001_s_at	2.30903	2.30851
1768031_s_at	2.33450	2.33509
1767683_at	2.39474	2.39584
1761633_at	2.35710	2.35780
1759947_s_at	2.41065	2.40882
1763732_s_at	2.72971	2.76336
1761526_s_at	2.35822	2.35863
1761217_s_at	2.34382	2.34521
1760779_s_at	2.32554	2.32507
1762991_s_at	2.39982	2.40247
1763745_s_at	2.36148	2.36179
1768974_s_at	2.48122	2.48686
1766624_s_at	2.30204	2.30261
1761895_s_at	2.31995	2.32032
1768583_s_at	2.32256	2.32214
1763446_s_at	3.87964	3.92899
1763117_s_at	3.32886	3.32918
1767217_s_at	3.77077	3.74339
1767367_x_at	2.34650	2.34691
1765873_at	2.40383	2.40408
1763967_at	2.31561	2.31597
1762531_s_at	2.71506	2.72160
1762387_at	2.31479	2.31547
1764566_at	2.30400	2.30441
1761948_s_at	2.42519	2.42468
1765606_at	2.29982	2.30039
1768382_at	2.29094	2.29146
1766724_s_at	3.39669	3.39705
1764946_s_at	2.32024	2.32084
1762499_s_at	2.32217	2.32171
1767953_at	2.37642	2.37565
1760583_at	2.32478	2.32421
1759665_at	2.35043	2.35095
1764612_at	2.32261	2.32297
1766821_s_at	2.44427	2.44321
1767257_s_at	2.27539	2.27561
1766865_at	2.26087	2.26123
1762709_s_at	2.40860	2.40623
1760758_at	2.38935	2.38765
1760171_s_at	2.35929	2.36008
1763924_s_at	2.41376	2.41414
1765645_at	2.37236	2.37342
1762005_at	2.37570	2.37239
1762134_s_at	2.40515	2.40550
1767932_s_at	2.72919	2.72835
1764139_s_at	2.31737	2.31773
1762738_s_at	2.35159	2.35377
1765634_s_at	2.33276	2.33319
1762107_s_at	2.38450	2.39483
1763545_s_at	2.36744	2.36813
1765719_s_at	2.32443	2.32587
1762393_s_at	2.50205	2.50070
1767963_s_at	2.35533	2.35722
1768907_at	2.36903	2.37099
1768290_at	2.32143	2.32207
1769187_at	2.34140	2.34058
1761653_s_at	2.32224	2.32241
1762238_s_at	3.45492	3.37891
1760989_s_at	2.30882	2.30956
1762050_at	2.30660	2.30765
1768975_s_at	2.60989	2.61047
1763713_at	2.29546	2.29497
1762049_at	2.30075	2.30124
1761739_s_at	2.32937	2.32972
1763420_at	2.31123	2.31181
1763893_s_at	2.34582	2.34632
1768101_s_at	2.36466	2.36541
1763070_at	2.32759	2.32833
1766346_s_at	3.53924	3.61507
1762826_s_at	2.36558	2.35845
1762375_s_at	2.28053	2.27991
1761536_x_at	2.28548	2.28594
1762757_s_at	5.59557	5.67539
1765575_s_at	2.32329	2.32415
1762679_s_at	2.31951	2.32031
1761235_at	2.39034	2.41559
1759577_s_at	2.37744	2.38868
1766217_s_at	4.25983	4.32896
1761831_s_at	5.81010	6.00998
1767820_s_at	2.34856	2.34892
1768529_s_at	2.43362	2.42076
1759495_s_at	2.39924	2.39875
1765417_s_at	2.34054	2.34175
1767135_at	2.31467	2.31599
1761970_s_at	2.30053	2.30087
1767457_s_at	2.41580	2.41522
1762619_at	2.31074	2.31100
1767995_s_at	2.35290	2.35388
1760180_s_at	2.40516	2.40625
1766903_at	2.35633	2.36043
1763272_s_at	2.37419	2.37553
1769014_s_at	2.31835	2.31929
1765759_s_at	2.45627	2.46318
1761935_x_at	2.48063	2.47306
1762843_s_at	2.30676	2.30635
1759818_s_at	2.31973	2.31923
1760644_s_at	3.85941	3.90453
1759783_s_at	2.35737	2.35808
1764393_s_at	2.31399	2.31469
1766719_s_at	2.32456	2.32527
1760131_at	2.40352	2.38544
1768438_at	2.35413	2.35508
1763886_at	2.29318	2.29271
1766121_s_at	2.41548	2.41611
1768767_at	2.36695	2.36647
1762425_s_at	2.30398	2.30488
1762806_at	2.30656	2.30689
1767639_at	2.30499	2.30564
1759452_at	2.34596	2.34727
1765369_s_at	5.96460	5.83818
1762800_at	2.34898	2.34983
1767043_s_at	2.35470	2.35342
1764465_s_at	2.78661	2.76151
1765477_at	2.34648	2.34598
1762241_s_at	2.34587	2.34681
1764755_at	2.34102	2.34136
1761260_s_at	2.42602	2.42543
1764598_at	2.32227	2.32289
1768760_at	2.29778	2.29811
1761157_s_at	2.33462	2.33524
1769000_s_at	2.40323	2.41682
1760511_s_at	2.29488	2.29552
1768848_s_at	2.41671	2.41754
1760556_at	2.35083	2.35138
1768504_s_at	5.12654	5.04683
1768274_s_at	2.37421	2.37500
1765065_at	2.37861	2.37891
1764447_s_at	2.31761	2.31795
1764706_at	2.36012	2.36131
1765986_s_at	6.28487	6.21374
1761514_at	2.40390	2.40743
1760982_s_at	2.66687	2.57724
1764396_s_at	2.33808	2.33868
1765611_at	2.40196	2.40357
1759978_s_at	2.36826	2.36738
1760258_s_at	2.35854	2.35965
1764839_s_at	2.42097	2.40311
1767552_at	2.36332	2.36433
1765710_at	2.40436	2.40498
1768496_at	2.33389	2.33322
1764116_s_at	2.30336	2.30402
1762966_s_at	2.82070	2.77835
1768574_s_at	2.36220	2.36121
1760303_s_at	2.60942	2.60716
1763775_at	6.30691	6.26329
1759541_s_at	2.38412	2.38580
1766645_s_at	2.38186	2.38271
1760961_at	2.33626	2.33691
1764072_at	2.32497	2.32460
1766403_s_at	2.45048	2.47657
1759168_at	2.28956	2.29004
1766041_s_at	2.35145	2.35282
1767167_s_at	2.41102	2.41017
1767991_at	2.28669	2.28788
1763019_s_at	2.78433	2.72093
1765914_at	2.35696	2.35758
1766114_at	2.36748	2.36894
1765631_s_at	3.66017	3.74994
1768874_s_at	2.43311	2.43382
1767686_at	2.36770	2.36839
1761347_at	2.37266	2.37346
1764054_s_at	2.59748	2.59865
1768305_at	2.33969	2.34039
1768859_s_at	2.42380	2.42333
1768674_s_at	2.33390	2.33352
1762780_at	2.32777	2.32828
1763073_s_at	2.34072	2.34105
1764909_s_at	2.35174	2.35327
1764688_at	2.31940	2.32005
1761972_at	2.36250	2.36194
1765553_s_at	3.79255	3.82010
1760264_at	2.31661	2.31704
1763755_at	2.29346	2.29505
1761521_at	2.40226	2.39933
1761436_s_at	2.50558	2.50592
1766690_s_at	6.14633	6.30125
1768350_at	2.29814	2.29866
1764518_s_at	2.35416	2.35468
1763779_s_at	2.46415	2.44177
1767312_s_at	2.31170	2.31210
1767890_at	2.36111	2.36346
1760149_s_at	2.40878	2.40904
1760421_at	2.34433	2.34512
1762831_s_at	2.64907	2.58730
1766938_s_at	2.33314	2.33379
1764649_at	2.33639	2.33680
1763758_s_at	2.34959	2.34888
1760823_at	2.26929	2.26894
1768062_s_at	3.91194	3.91227
1763603_s_at	3.24868	3.30091
1763288_at	2.31601	2.31558
1762972_s_at	2.34254	2.34350
1762646_s_at	2.39232	2.39207
1767157_s_at	2.33861	2.33806
1764788_s_at	2.87008	2.82803
1763081_s_at	3.92337	3.86313
1760598_s_at	2.32805	2.32763
1768575_at	2.30168	2.30230
1759875_s_at	2.53305	2.52978
1761609_s_at	2.42793	2.42536
1766309_s_at	2.35668	2.35628
1765081_s_at	2.36613	2.36649
1765723_s_at	2.36161	2.36184
1759476_at	2.28703	2.28751
1763649_s_at	2.29404	2.29438
1768263_at	2.41214	2.41389
1760605_at	2.34945	2.35006
1761289_s_at	2.35738	2.35798
1762838_s_at	2.28803	2.28829
1767012_s_at	2.53219	2.53308
1767325_s_at	2.31425	2.31506
1768777_at	2.38256	2.38165
AFFX-Ec-AY342347_at	2.36988	2.37052
1761229_s_at	2.60972	2.60935
1760570_s_at	2.30711	2.30763
1767466_s_at	2.34317	2.34204
1767803_at	2.28454	2.28519
1766921_at	2.38476	2.38427
1761982_s_at	2.34028	2.34071
1765968_s_at	5.70225	5.71518
1761636_x_at	2.32400	2.32477
1767833_s_at	2.34806	2.34762
1766726_s_at	2.57543	2.57578
1762858_s_at	2.60463	2.60836
1767743_s_at	2.28715	2.28657
1766082_s_at	2.34863	2.34923
1766405_at	2.30644	2.30603
1761275_at	2.30598	2.30642
1765365_s_at	2.29397	2.29447
1766643_s_at	2.37005	2.37091
1763388_s_at	2.33784	2.33707
1760680_at	2.39337	2.39448
1764569_at	2.36834	2.36871
1765681_s_at	2.30798	2.30829
1762820_s_at	2.25968	2.25939
1759342_s_at	2.28452	2.28491
1763721_s_at	2.33922	2.33980
1762116_s_at	2.31196	2.31170
1765247_s_at	2.34241	2.34295
1768324_s_at	2.26996	2.27026
1768911_s_at	2.34534	2.34582
1759598_s_at	4.08288	4.17719
1762522_s_at	2.37711	2.37741
1763354_at	2.44002	2.43753
1767524_s_at	2.85892	2.82910
1760704_at	2.35610	2.35755
1762906_s_at	2.30742	2.30802
1764545_s_at	2.36887	2.36775
1762211_at	2.34218	2.34286
1763132_s_at	2.31199	2.31246
1760424_s_at	2.44955	2.44886
1762090_s_at	2.34404	2.34554
1763608_s_at	2.35884	2.35840
1765948_at	2.36852	2.36808
1768577_at	2.37416	2.37466
1763176_s_at	2.48299	2.44899
1761353_at	2.37868	2.37901
1765601_at	2.35496	2.35426
1759997_s_at	2.33634	2.33665
1765505_s_at	2.46070	2.45950
1760313_at	2.31193	2.31225
1768257_s_at	2.86286	2.90395
1764341_s_at	2.32316	2.32371
1766081_s_at	2.33010	2.32935
1768199_s_at	2.38785	2.38822
1761084_s_at	2.41608	2.41851
1766695_s_at	2.32669	2.32701
1764361_s_at	2.33378	2.33426
1762257_s_at	2.40546	2.40580
1762996_s_at	2.35026	2.35094
1768151_s_at	6.81041	6.91527
1766962_s_at	2.48863	2.50274
1768394_s_at	2.32323	2.32399
1763409_s_at	2.27088	2.27045
1759659_at	2.37295	2.37397
1759078_at	2.30461	2.30409
1766183_s_at	2.25299	2.25336
1760709_s_at	2.41894	2.41844
1759608_s_at	2.28535	2.28599
1766735_s_at	2.33971	2.33243
1766482_at	2.41690	2.42086
1759398_s_at	2.29372	2.29427
1765922_s_at	2.37073	2.37162
1766124_s_at	2.35252	2.35282
1761784_at	2.37816	2.37715
1764376_x_at	2.22546	2.22510
1761593_s_at	2.32197	2.32228
1768836_at	2.27768	2.27839
1760074_at	2.31000	2.31041
1760288_s_at	2.41637	2.41531
1768741_s_at	2.35475	2.35505
1761004_at	2.34431	2.34499
1766807_at	2.32143	2.32192
1766994_at	2.31550	2.31606
1761013_at	2.37847	2.37931
1764780_at	2.36330	2.36386
1766484_at	2.45810	2.45679
1762404_s_at	2.32439	2.32379
1768675_s_at	2.33136	2.33094
1764151_at	2.29875	2.29933
1767533_s_at	2.89494	2.91893
1763491_s_at	2.22466	2.22443
1769236_s_at	2.42346	2.42440
1762750_s_at	6.43946	6.49969
1768325_at	2.34676	2.34755
1762269_s_at	2.28655	2.28679
1764521_s_at	7.06520	7.04150
1764270_s_at	2.32612	2.32642
1764430_at	2.33635	2.33668
1766565_at	2.32649	2.32588
1761451_s_at	2.27822	2.27866
1761156_s_at	7.77425	7.72367
1762119_s_at	2.40265	2.40180
1762187_s_at	2.66864	2.65112
1762407_at	2.28208	2.28169
1768445_s_at	2.38717	2.38741
1765028_s_at	2.31951	2.31877
1763381_s_at	2.38725	2.38309
1768117_s_at	2.35262	2.35291
1761090_s_at	2.32763	2.32820
1759926_s_at	2.32944	2.32987
1764858_s_at	2.34140	2.35294
1760851_s_at	2.32927	2.32961
1761567_at	2.30780	2.30734
1761728_s_at	2.34249	2.34335
1764453_s_at	2.31911	2.31940
1759191_s_at	3.56184	3.55639
1762346_s_at	2.60408	2.52130
1760975_s_at	2.65041	2.60127
1769161_s_at	2.32876	2.32842
1762629_s_at	2.32665	2.32723
1764704_s_at	6.19441	6.16471
1760182_s_at	3.73509	3.80948
1766360_at	2.34572	2.34628
1768793_s_at	2.37044	2.37003
1764191_s_at	2.35685	2.35639
1765983_s_at	2.32036	2.31990
1762589_at	2.33595	2.33642
1760188_at	2.45600	2.45822
1759988_s_at	2.69866	2.72815
1762030_s_at	2.29732	2.29787
1762282_s_at	2.28583	2.28606
1762822_s_at	2.47524	2.46526
1768386_s_at	2.38612	2.38818
1765616_s_at	2.33119	2.33144
1762549_s_at	2.28935	2.28897
1764358_s_at	2.31183	2.31207
1760980_s_at	2.33932	2.33864
1766658_at	2.36476	2.36527
1768399_s_at	2.32265	2.32294
1765821_s_at	2.38489	2.38521
1767678_at	2.33088	2.33129
1762871_s_at	3.09080	3.12267
1766119_at	2.33635	2.33538
1763592_at	2.29564	2.29623
1767305_at	2.33566	2.33646
1761918_s_at	2.50915	2.51696
1768265_s_at	2.26491	2.26519
1761179_at	2.31113	2.31068
1763530_s_at	2.35876	2.35831
AFFX-r2-Bs-thr-5_s_at	2.36775	2.36869
1763807_s_at	2.35365	2.35306
1764625_s_at	3.08612	3.08724
1768697_s_at	2.44107	2.44419
1769224_s_at	2.36727	2.36951
1762416_at	2.41755	2.41524
1767767_s_at	3.46468	3.43335
1759304_s_at	3.14733	3.18819
1764857_s_at	2.46107	2.46134
1768482_at	2.40204	2.40155
1763640_at	2.33310	2.33389
1768888_s_at	2.32088	2.32053
1760671_s_at	4.68596	4.67008
1767159_s_at	2.36147	2.36104
AFFX-CreX-3_at	2.27928	2.27958
1761311_at	2.34176	2.34272
1767892_at	2.25488	2.25452
1761129_s_at	2.41333	2.41288
1763520_at	2.29737	2.29795
1764621_at	2.41146	2.41166
